tweet_text,tweet_lang,tweet_text_raw,clean_text,text_length,detected_lang,is_english,lang_match,tweet_createdAt,tweet_day,tweet_event_date,tweet_id,tweet_id_origin,bronze_completeness,bronze_text_length,tweet_snapshot_rank,gold_entity,gold_grain
That's why I keep my iphone home which I got from the USA and I use my cheap 12000 rupees android phone wherever I am in india and go outside with it.,en,That's why I keep my iphone home which I got from the USA and I use my cheap 12000 rupees android phone wherever I am in india and go outside with it.,That's why I keep my iphone home which I got from the USA and I use my cheap 12000 rupees android phone wherever I am in india and go outside with it.,150,en,True,True,,,,surrogate_1021844924478872205,surrogate_hash,10,150,1,tweet,snapshot_per_tweet
That's why I keep my iphone home which I got from the USA and I use my cheap 12000 rupees android phone wherever I am in india and go outside with it.,en,That's why I keep my iphone home which I got from the USA and I use my cheap 12000 rupees android phone wherever I am in india and go outside with it.,That's why I keep my iphone home which I got from the USA and I use my cheap 12000 rupees android phone wherever I am in india and go outside with it.,150,en,True,True,,,,surrogate_1021844924478872205,surrogate_hash,10,150,2,tweet,snapshot_per_tweet
That's why I keep my iphone home which I got from the USA and I use my cheap 12000 rupees android phone wherever I am in india and go outside with it.,en,That's why I keep my iphone home which I got from the USA and I use my cheap 12000 rupees android phone wherever I am in india and go outside with it.,That's why I keep my iphone home which I got from the USA and I use my cheap 12000 rupees android phone wherever I am in india and go outside with it.,150,en,True,True,,,,surrogate_1021844924478872205,surrogate_hash,10,150,3,tweet,snapshot_per_tweet
"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND",en,"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND","Looking for clean, reliable Premium laptops with high-end performance I got you Dell latitude 3420 i5 2.6 GHz (4.4 GHz) 4 cores 8 Thread's 11th gen 256gb 8gb ram Typ c slot Intel iris Xe graphics Intel® Boot Guard 5 hours 980mk • 3-month warrt 📍Limbe 🚚Countrywide delivery",272,en,True,True,,,,surrogate_10330361689712292193,surrogate_hash,10,272,1,tweet,snapshot_per_tweet
"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND",en,"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND","Looking for clean, reliable Premium laptops with high-end performance I got you Dell latitude 3420 i5 2.6 GHz (4.4 GHz) 4 cores 8 Thread's 11th gen 256gb 8gb ram Typ c slot Intel iris Xe graphics Intel® Boot Guard 5 hours 980mk • 3-month warrt 📍Limbe 🚚Countrywide delivery",272,en,True,True,,,,surrogate_10330361689712292193,surrogate_hash,10,272,2,tweet,snapshot_per_tweet
"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND",en,"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND","Looking for clean, reliable Premium laptops with high-end performance I got you Dell latitude 3420 i5 2.6 GHz (4.4 GHz) 4 cores 8 Thread's 11th gen 256gb 8gb ram Typ c slot Intel iris Xe graphics Intel® Boot Guard 5 hours 980mk • 3-month warrt 📍Limbe 🚚Countrywide delivery",272,en,True,True,,,,surrogate_10330361689712292193,surrogate_hash,10,272,3,tweet,snapshot_per_tweet
"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND",en,"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND","Looking for clean, reliable Premium laptops with high-end performance I got you Dell latitude 3420 i5 2.6 GHz (4.4 GHz) 4 cores 8 Thread's 11th gen 256gb 8gb ram Typ c slot Intel iris Xe graphics Intel® Boot Guard 5 hours 980mk • 3-month warrt 📍Limbe 🚚Countrywide delivery",272,en,True,True,,,,surrogate_10330361689712292193,surrogate_hash,10,272,4,tweet,snapshot_per_tweet
"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND",en,"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND","Looking for clean, reliable Premium laptops with high-end performance I got you Dell latitude 3420 i5 2.6 GHz (4.4 GHz) 4 cores 8 Thread's 11th gen 256gb 8gb ram Typ c slot Intel iris Xe graphics Intel® Boot Guard 5 hours 980mk • 3-month warrt 📍Limbe 🚚Countrywide delivery",272,en,True,True,,,,surrogate_10330361689712292193,surrogate_hash,10,272,5,tweet,snapshot_per_tweet
"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND",en,"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND","Looking for clean, reliable Premium laptops with high-end performance I got you Dell latitude 3420 i5 2.6 GHz (4.4 GHz) 4 cores 8 Thread's 11th gen 256gb 8gb ram Typ c slot Intel iris Xe graphics Intel® Boot Guard 5 hours 980mk • 3-month warrt 📍Limbe 🚚Countrywide delivery",272,en,True,True,,,,surrogate_10330361689712292193,surrogate_hash,10,272,6,tweet,snapshot_per_tweet
"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND",en,"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND","Looking for clean, reliable Premium laptops with high-end performance I got you Dell latitude 3420 i5 2.6 GHz (4.4 GHz) 4 cores 8 Thread's 11th gen 256gb 8gb ram Typ c slot Intel iris Xe graphics Intel® Boot Guard 5 hours 980mk • 3-month warrt 📍Limbe 🚚Countrywide delivery",272,en,True,True,,,,surrogate_10330361689712292193,surrogate_hash,10,272,7,tweet,snapshot_per_tweet
"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND",en,"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND","Looking for clean, reliable Premium laptops with high-end performance I got you Dell latitude 3420 i5 2.6 GHz (4.4 GHz) 4 cores 8 Thread's 11th gen 256gb 8gb ram Typ c slot Intel iris Xe graphics Intel® Boot Guard 5 hours 980mk • 3-month warrt 📍Limbe 🚚Countrywide delivery",272,en,True,True,,,,surrogate_10330361689712292193,surrogate_hash,10,272,8,tweet,snapshot_per_tweet
"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND",en,"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND","Looking for clean, reliable Premium laptops with high-end performance I got you Dell latitude 3420 i5 2.6 GHz (4.4 GHz) 4 cores 8 Thread's 11th gen 256gb 8gb ram Typ c slot Intel iris Xe graphics Intel® Boot Guard 5 hours 980mk • 3-month warrt 📍Limbe 🚚Countrywide delivery",272,en,True,True,,,,surrogate_10330361689712292193,surrogate_hash,10,272,9,tweet,snapshot_per_tweet
"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND",en,"Looking for clean, reliable Premium laptops with high-end performance I got you

Dell latitude 3420
i5
2.6 GHz (4.4 GHz)
4 cores 8 Thread's 
11th gen
256gb
8gb ram
Typ c slot
Intel iris Xe graphics
Intel® Boot Guard
5 hours

980mk

• 3-month warrt
📍Limbe
🚚Countrywide delivery https://t.co/VTIv7vwoND","Looking for clean, reliable Premium laptops with high-end performance I got you Dell latitude 3420 i5 2.6 GHz (4.4 GHz) 4 cores 8 Thread's 11th gen 256gb 8gb ram Typ c slot Intel iris Xe graphics Intel® Boot Guard 5 hours 980mk • 3-month warrt 📍Limbe 🚚Countrywide delivery",272,en,True,True,,,,surrogate_10330361689712292193,surrogate_hash,10,272,10,tweet,snapshot_per_tweet
"I got a ton of computers, so i be tryna be nice and let my son game on HQ lenovo gaming laptop but dude just keep disrespecting it soon as he done...  like bro who do you see just leave they PC on all day😂😅",en,"I got a ton of computers, so i be tryna be nice and let my son game on HQ lenovo gaming laptop but dude just keep disrespecting it soon as he done...  like bro who do you see just leave they PC on all day😂😅","I got a ton of computers, so i be tryna be nice and let my son game on HQ lenovo gaming laptop but dude just keep disrespecting it soon as he done... like bro who do you see just leave they PC on all day😂😅",205,en,True,True,,,,surrogate_10335825736567465682,surrogate_hash,10,205,1,tweet,snapshot_per_tweet
"I got a ton of computers, so i be tryna be nice and let my son game on HQ lenovo gaming laptop but dude just keep disrespecting it soon as he done...  like bro who do you see just leave they PC on all day😂😅",en,"I got a ton of computers, so i be tryna be nice and let my son game on HQ lenovo gaming laptop but dude just keep disrespecting it soon as he done...  like bro who do you see just leave they PC on all day😂😅","I got a ton of computers, so i be tryna be nice and let my son game on HQ lenovo gaming laptop but dude just keep disrespecting it soon as he done... like bro who do you see just leave they PC on all day😂😅",205,en,True,True,,,,surrogate_10335825736567465682,surrogate_hash,10,205,2,tweet,snapshot_per_tweet
"I got a ton of computers, so i be tryna be nice and let my son game on HQ lenovo gaming laptop but dude just keep disrespecting it soon as he done...  like bro who do you see just leave they PC on all day😂😅",en,"I got a ton of computers, so i be tryna be nice and let my son game on HQ lenovo gaming laptop but dude just keep disrespecting it soon as he done...  like bro who do you see just leave they PC on all day😂😅","I got a ton of computers, so i be tryna be nice and let my son game on HQ lenovo gaming laptop but dude just keep disrespecting it soon as he done... like bro who do you see just leave they PC on all day😂😅",205,en,True,True,,,,surrogate_10335825736567465682,surrogate_hash,10,205,3,tweet,snapshot_per_tweet
"@AppleSupport I’m really disappointed with my experience using the iPhone 15 Plus. My battery health has already dropped to 84% at just 391 charge cycles, which is far below what Apple claims — around 80% capacity after 1000 cycles. What’s more frustrating is that I haven’t used",en,"@AppleSupport I’m really disappointed with my experience using the iPhone 15 Plus. My battery health has already dropped to 84% at just 391 charge cycles, which is far below what Apple claims — around 80% capacity after 1000 cycles. What’s more frustrating is that I haven’t used","I’m really disappointed with my experience using the iPhone 15 Plus. My battery health has already dropped to 84% at just 391 charge cycles, which is far below what Apple claims — around 80% capacity after 1000 cycles. What’s more frustrating is that I haven’t used",265,en,True,True,,,,surrogate_10375573173040678965,surrogate_hash,10,265,1,tweet,snapshot_per_tweet
